location,year,gni_pc_usa,iso3,gni_pc_ppp,who_region,scenario,scenario_label,intervention_family,htn_target_scenario,deaths_baseline,deaths_intervention,deaths_averted,life_years_gained_undisc,life_years_gained_disc,avg_age_of_death_averted,population,age_ref_5y,adult_population,avg_adult_age,le_avg_adult,le_avg_adult_disc,total_national_gni,vsl_preferred,vsl_transfer_prefloor,vsl_floor,vsl_gni100,vsl_gni160,vsl_e1_0,vsl_e1_5,vsl_e1_2,vsl_preferred_gni_ratio,vsly_preferred,vsly_gni100,vsly_gni160,vsly_e1_0,vsly_e1_2,vsly_e1_5,economic_value_preferred,economic_value_gni100,economic_value_gni160,economic_value_e1_0,economic_value_e1_2,economic_value_e1_5,vsly_value_preferred,vsly_value_gni100,vsly_value_gni160,vsly_value_e1_0,vsly_value_e1_2,vsly_value_e1_5,disc_bca_primary,disc_bca_3pct,disc_bca_2xg,disc_r1,disc_r3,disc_r5,gni_pc_disc_r3,economic_value_preferred_disc,vsly_value_preferred_disc,economic_value_e1_2_disc_r3,vsly_value_e1_2_disc_r3,economic_value_e1_5_disc_r3,vsly_value_e1_5_disc_r3,bca_base_year,bca_currency_basis,bca_price_year,bca_standing,bca_scope,cost_to_bca_currency_factor
Indonesia,2025,74136.3707949527,IDN,13851.4910785419,South-East Asia,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade,cascade_70_30_30_to_70_70_70,htncov2_aspirational,1067480.82630162,1067480.82630162,0,0,0,,285721235.5,37,197565112.5,37.3332701313852,37.51,22.3343018138425,3957665144478.22,957963.829726182,957963.829726182,277029.821570838,1385149.10785419,2216238.5725667,2216238.5725667,957963.829726182,1584563.14368642,69.1596178558867,25538.8917548969,36927.4622195199,59083.9395512318,59083.9395512318,42243.752164394,25538.8917548969,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,13851.4910785419,0,0,0,0,0,0,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Indonesia,2026,75186.4097436074,IDN,14370.1004216288,South-East Asia,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade,cascade_70_30_30_to_70_70_70,htncov2_aspirational,988264.006255992,988228.398422247,35.6078337448034,478.732587986924,365.811752712917,68.9268798891798,287886782.5,37,199368163,37.3963393869462,37.5883,22.3597291321767,4136961974584.6,1005171.14667516,1005171.14667516,287402.008432575,1437010.04216288,2299216.0674606,2299216.0674606,1005171.14667516,1651368.04678308,69.9487906961494,26741.5963657616,38230.2482996804,61168.3972794886,61168.3972794886,43933.0335977706,26741.5963657616,35791967.0758824,51168814.6709486,81870103.4735178,81870103.4735178,58801638.8613326,35791967.0758824,12802073.6350828,18302065.7078887,29283305.1326219,29283305.1326219,21032174.8723772,12802073.6350828,0.970873786407767,0.970873786407767,0.930335220273297,0.99009900990099,0.970873786407767,0.952380952380952,13951.5538074066,34749482.5979441,12429197.7039639,57088969.7682841,20419587.2547351,34749482.5979441,12429197.7039639,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Indonesia,2027,76251.3210387483,IDN,14908.1268548478,South-East Asia,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade,cascade_70_30_30_to_70_70_70,htncov2_aspirational,949562.21612471,949264.033385465,298.182739245398,4229.02262128925,3258.36614413896,67.0341983734738,289986522,37,201041610.5,37.4616007391166,37.6736,22.387362750984,4323155856172.11,1054704.78399696,1054704.78399696,298162.537096956,1490812.68548478,2385300.29677565,2385300.29677565,1054704.78399696,1720989.43282997,70.7469687014363,27995.8587445044,39571.8138294397,63314.9021271036,63314.9021271036,45681.5762982557,27995.8587445044,314494761.587439,444534610.259639,711255376.415423,711255376.415423,513169343.293623,314494761.587439,118395119.932927,167350095.850147,267760153.360236,267760153.360236,193188419.541474,118395119.932927,0.942595909133754,0.942595909133754,0.865523622080964,0.980296049406921,0.942595909133754,0.90702947845805,14052.3393862266,296441475.716315,111598755.710178,483711323.681424,182098613.951809,296441475.716315,111598755.710178,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Indonesia,2028,77331.3153265521,IDN,15466.2973673947,South-East Asia,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade,cascade_70_30_30_to_70_70_70,htncov2_aspirational,927155.127282705,926448.706916545,706.420366159769,10328.3179631774,7929.67393193799,66.3246584136939,292016778.5,38,202536577,37.5339763468996,36.834,22.1123114201329,4516418332549.63,1106679.37998977,1106679.37998977,309325.947347894,1546629.73673947,2474607.57878315,2474607.57878315,1106679.37998977,1793546.04425229,71.5542546287015,30045.0502250577,41989.1876184902,67182.7001895843,67182.7001895843,48692.6764470947,30045.0502250577,781780852.833842,1092570744.94108,1748113191.90573,1748113191.90573,1266997453.3051,781780852.833842,310314831.944031,433677680.73928,693884289.182847,693884289.182847,502913444.823714,310314831.944031,0.91514165935316,0.91514165935316,0.805227109600435,0.970590147927644,0.91514165935316,0.863837598531476,14153.853036847,715440226.91289,283982030.227157,1159482151.81386,460237044.406988,715440226.91289,283982030.227157,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Indonesia,2029,78426.6062367069,IDN,16045.3661674401,South-East Asia,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade,cascade_70_30_30_to_70_70_70,htncov2_aspirational,914778.275316351,913539.815549889,1238.45976646215,18417.507056978,14105.9469224897,65.9701991786645,293978109,38,203873263.5,37.6093831376766,36.9118,22.1380864731391,4716986404116.61,1161215.22219063,1161215.22219063,320907.323348801,1604536.61674401,2567258.58679041,2567258.58679041,1161215.22219063,1869161.62963497,72.3707524074468,31459.1870943879,43469.4763393822,69551.1621430115,69551.1621430115,50638.5933396628,31459.1870943879,1438118332.8865,1987154043.65275,3179446469.8444,3179446469.8444,2314881475.31773,1438118332.8865,579399800.317681,800599387.24371,1280959019.58994,1280959019.58994,932636650.188679,579399800.317681,0.888487047915689,0.888487047915689,0.749131140380151,0.960980344482816,0.888487047915689,0.822702474791882,14256.1000188351,1277749512.13976,514789218.147196,2056742208.27976,828635584.104117,1277749512.13976,514789218.147196,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Indonesia,2030,79537.4104246691,IDN,16646.1157012267,South-East Asia,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade,cascade_70_30_30_to_70_70_70,htncov2_aspirational,909052.97456389,907172.056232199,1880.91833169022,28241.9633043373,21598.0382230056,65.8003775646247,295876648,38,205061099,37.6855826516369,36.9927,22.1648257627884,4925196915899.14,1218438.52576316,1218438.52576316,332922.314024535,1664611.57012267,2663378.51219628,2663378.51219628,1218438.52576316,1947965.1547815,73.1965671531029,32937.2694008051,44998.3799539551,71997.4079263281,71997.4079263281,52658.0961860447,32937.2694008051,2291783359.14554,3130998417.38737,5009597467.81979,5009597467.81979,3663963369.12228,2291783359.14554,930213153.76261,1270842595.41423,2033348152.66276,2033348152.66276,1487168020.16254,930213153.76261,0.862608784384164,0.862608784384164,0.696943084499154,0.951465687606749,0.862608784384164,0.783526166468459,14359.0856297533,1976912457.50439,802410037.785324,3160566987.86668,1282844198.04741,1976912457.50439,802410037.785324,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Indonesia,2031,80420.1567986293,IDN,17161.0734660986,South-East Asia,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade,cascade_70_30_30_to_70_70_70,htncov2_aspirational,907044.243132822,902972.534651865,4071.70848095644,57869.0355294928,44454.5014613915,67.4120177532549,297719748,38,206096717.5,37.7651391754942,37.0895,22.1967364501192,5109190467736.35,1268394.06335233,1268394.06335233,343221.469321971,1716107.34660986,2745771.75457577,2745771.75457577,1268394.06335233,2016045.54978275,73.9111143517929,34198.1979630981,46269.3578131238,74030.9725009981,74030.9725009981,54356.2342383357,34198.1979630981,5164530864.94648,6987488837.42301,11179982139.8768,11179982139.8768,8208749763.04492,5164530864.94648,1979016732.97115,2677563111.21448,4284100977.94316,4284100977.94316,3145542850.38768,1979016732.97115,0.837484256683654,0.837484256683654,0.648390698035471,0.942045235254207,0.837484256683654,0.746215396636627,14372.1288556491,4325213292.54949,1657395357.57686,6874698693.6058,2634342615.92351,4325213292.54949,1657395357.57686,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Indonesia,2032,81312.7003379309,IDN,17691.9617642167,South-East Asia,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade,cascade_70_30_30_to_70_70_70,htncov2_aspirational,908870.877488126,901420.283983429,7450.59350469739,104094.45555982,80245.8369087333,67.8509560167561,299510661.5,38,206990503,37.8492319427815,37.1904,22.2299016806743,5298931171233.26,1320397.75986215,1320397.75986215,353839.235284335,1769196.17642167,2830713.88227468,2830713.88227468,1320397.75986215,2086505.32008861,74.632636982788,35503.7256889453,47571.3134685745,76114.1015497192,76114.1015497192,56103.3309695139,35503.7256889453,9837746973.24593,13181561540.5828,21090498464.9324,21090498464.9324,15545702985.3687,9837746973.24593,3695740995.93596,4951909975.77679,7923055961.24287,7923055961.24287,5840045692.36394,3695740995.93596,0.813091511343354,0.813091511343354,0.603220702879986,0.932718054707135,0.813091511343354,0.710681330130121,14385.1839294958,7998988554.69004,3004975631.91916,12640079135.2684,4748491578.31843,7998988554.69004,3004975631.91916,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Indonesia,2033,82215.1497764654,IDN,18239.2734163655,South-East Asia,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade,cascade_70_30_30_to_70_70_70,htncov2_aspirational,913563.023220454,901875.45426689,11687.5689535638,162967.444998154,125783.939288892,67.9382587569882,301250984.5,38,207784463,37.9322220401051,37.2975,22.2649967637139,5494599073244.8,1374533.58906546,1374533.58906546,364785.468327311,1823927.34163655,2918283.74661849,2918283.74661849,1374533.58906546,2159427.6236602,75.3612031404788,36853.2365189479,48902.1339670636,78243.4143473018,78243.4143473018,57897.3824964193,36853.2365189479,16064956101.1921,21317276571.6675,34107642514.668,34107642514.668,25238459251.759,16064956101.1921,6005877795.4056,7969455827.5698,12751129324.1117,12751129324.1117,9435388497.5223,6005877795.4056,0.789409234313936,0.789409234313936,0.561197465487265,0.923483222482312,0.789409234313936,0.676839362028687,14398.2508620556,12681824695.129,4741095391.85421,19923472793.1945,7448382809.28359,12681824695.129,4741095391.85421,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Indonesia,2034,83127.6150549084,IDN,18803.5164890413,South-East Asia,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade,cascade_70_30_30_to_70_70_70,htncov2_aspirational,920723.390181589,904062.593336314,16660.7968452743,232801.258835859,179735.57383928,67.9571577635059,302938573,38,208500978.5,38.0125182170308,37.4064,22.3005679434608,5696310452572.15,1430888.96762928,1430888.96762928,376070.329780827,1880351.64890413,3008562.63824661,3008562.63824661,1430888.96762928,2234898.52478722,76.096881583995,38252.5174202617,50268.1800147604,80429.0880236166,80429.0880236167,59746.4210612949,38252.5174202617,23839750397.8157,31328156820.0684,50125050912.1094,50125050912.1094,37235190291.2832,23839750397.8157,8905234209.07756,11702495586.8238,18723992938.9181,18723992938.9181,13909042034.0067,8905234209.07756,0.766416732343627,0.766416732343627,0.522101767670911,0.914339824239913,0.766416732343627,0.644608916217797,14411.3296641006,18271183599.7816,6825120503.2759,28537672871.2384,10660122545.7336,18271183599.7816,6825120503.2759,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
