location,year,gni_pc_usa,iso3,gni_pc_ppp,who_region,scenario,scenario_label,intervention_family,htn_target_scenario,deaths_baseline,deaths_intervention,deaths_averted,life_years_gained_undisc,life_years_gained_disc,avg_age_of_death_averted,population,age_ref_5y,adult_population,avg_adult_age,le_avg_adult,le_avg_adult_disc,total_national_gni,vsl_preferred,vsl_transfer_prefloor,vsl_floor,vsl_gni100,vsl_gni160,vsl_e1_0,vsl_e1_5,vsl_e1_2,vsl_preferred_gni_ratio,vsly_preferred,vsly_gni100,vsly_gni160,vsly_e1_0,vsly_e1_2,vsly_e1_5,economic_value_preferred,economic_value_gni100,economic_value_gni160,economic_value_e1_0,economic_value_e1_2,economic_value_e1_5,vsly_value_preferred,vsly_value_gni100,vsly_value_gni160,vsly_value_e1_0,vsly_value_e1_2,vsly_value_e1_5,disc_bca_primary,disc_bca_3pct,disc_bca_2xg,disc_r1,disc_r3,disc_r5,gni_pc_disc_r3,economic_value_preferred_disc,vsly_value_preferred_disc,economic_value_e1_2_disc_r3,vsly_value_e1_2_disc_r3,economic_value_e1_5_disc_r3,vsly_value_e1_5_disc_r3,bca_base_year,bca_currency_basis,bca_price_year,bca_standing,bca_scope,cost_to_bca_currency_factor
Indonesia,2025,74136.3707949527,IDN,13851.4910785419,South-East Asia,I_PH_TOBACCO_POLICY,Tobacco policy package,public_health,htncov2_aspirational,959793.497483951,959793.497483951,2.43056658133511e-10,7.19933224146985e-09,4.4049321724811e-09,47.6251506930596,285721235.5,37,197565112.5,37.3332701313852,37.51,22.3343018138425,3957665144478.22,957963.829726182,957963.829726182,277029.821570838,1385149.10785419,2216238.5725667,2216238.5725667,957963.829726182,1584563.14368642,69.1596178558867,25538.8917548969,36927.4622195199,59083.9395512318,59083.9395512318,42243.752164394,25538.8917548969,0.000232839487066026,0.000336669713171654,0.000538671541074647,0.000538671541074647,0.000385138622305952,0.000232839487066026,0.000183862966822438,0.000265853069352649,0.000425364910964238,0.000425364910964239,0.000304126806957784,0.000183862966822438,1,1,1,1,1,1,13851.4910785419,0.000232839487066026,0.000183862966822438,0.000385138622305952,0.000304126806957784,0.000232839487066026,0.000183862966822438,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Indonesia,2025,74136.3707949527,IDN,13851.4910785419,South-East Asia,I_PH_TOBACCO_TAX,Tobacco tax,public_health,htncov2_aspirational,959793.497483951,959793.497483951,2.43056658133511e-10,7.19933224146985e-09,4.4049321724811e-09,47.6251506930596,285721235.5,37,197565112.5,37.3332701313852,37.51,22.3343018138425,3957665144478.22,957963.829726182,957963.829726182,277029.821570838,1385149.10785419,2216238.5725667,2216238.5725667,957963.829726182,1584563.14368642,69.1596178558867,25538.8917548969,36927.4622195199,59083.9395512318,59083.9395512318,42243.752164394,25538.8917548969,0.000232839487066026,0.000336669713171654,0.000538671541074647,0.000538671541074647,0.000385138622305952,0.000232839487066026,0.000183862966822438,0.000265853069352649,0.000425364910964238,0.000425364910964239,0.000304126806957784,0.000183862966822438,1,1,1,1,1,1,13851.4910785419,0.000232839487066026,0.000183862966822438,0.000385138622305952,0.000304126806957784,0.000232839487066026,0.000183862966822438,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Indonesia,2025,74136.3707949527,IDN,13851.4910785419,South-East Asia,I_PH_TOB_AD_BAN,Tobacco advertising ban,public_health,htncov2_aspirational,959793.497483951,959793.497483951,2.43056658133511e-10,7.19933224146985e-09,4.4049321724811e-09,47.6251506930596,285721235.5,37,197565112.5,37.3332701313852,37.51,22.3343018138425,3957665144478.22,957963.829726182,957963.829726182,277029.821570838,1385149.10785419,2216238.5725667,2216238.5725667,957963.829726182,1584563.14368642,69.1596178558867,25538.8917548969,36927.4622195199,59083.9395512318,59083.9395512318,42243.752164394,25538.8917548969,0.000232839487066026,0.000336669713171654,0.000538671541074647,0.000538671541074647,0.000385138622305952,0.000232839487066026,0.000183862966822438,0.000265853069352649,0.000425364910964238,0.000425364910964239,0.000304126806957784,0.000183862966822438,1,1,1,1,1,1,13851.4910785419,0.000232839487066026,0.000183862966822438,0.000385138622305952,0.000304126806957784,0.000232839487066026,0.000183862966822438,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Indonesia,2025,74136.3707949527,IDN,13851.4910785419,South-East Asia,I_PH_TOB_CLEAN_AIR,Smoke-free / clean-air law,public_health,htncov2_aspirational,959793.497483951,959793.497483951,2.43056658133511e-10,7.19933224146985e-09,4.4049321724811e-09,47.6251506930596,285721235.5,37,197565112.5,37.3332701313852,37.51,22.3343018138425,3957665144478.22,957963.829726182,957963.829726182,277029.821570838,1385149.10785419,2216238.5725667,2216238.5725667,957963.829726182,1584563.14368642,69.1596178558867,25538.8917548969,36927.4622195199,59083.9395512318,59083.9395512318,42243.752164394,25538.8917548969,0.000232839487066026,0.000336669713171654,0.000538671541074647,0.000538671541074647,0.000385138622305952,0.000232839487066026,0.000183862966822438,0.000265853069352649,0.000425364910964238,0.000425364910964239,0.000304126806957784,0.000183862966822438,1,1,1,1,1,1,13851.4910785419,0.000232839487066026,0.000183862966822438,0.000385138622305952,0.000304126806957784,0.000232839487066026,0.000183862966822438,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Indonesia,2025,74136.3707949527,IDN,13851.4910785419,South-East Asia,I_PH_TOB_MEDIA,Tobacco mass-media campaign,public_health,htncov2_aspirational,959793.497483951,959793.497483951,2.43056658133511e-10,7.19933224146985e-09,4.4049321724811e-09,47.6251506930596,285721235.5,37,197565112.5,37.3332701313852,37.51,22.3343018138425,3957665144478.22,957963.829726182,957963.829726182,277029.821570838,1385149.10785419,2216238.5725667,2216238.5725667,957963.829726182,1584563.14368642,69.1596178558867,25538.8917548969,36927.4622195199,59083.9395512318,59083.9395512318,42243.752164394,25538.8917548969,0.000232839487066026,0.000336669713171654,0.000538671541074647,0.000538671541074647,0.000385138622305952,0.000232839487066026,0.000183862966822438,0.000265853069352649,0.000425364910964238,0.000425364910964239,0.000304126806957784,0.000183862966822438,1,1,1,1,1,1,13851.4910785419,0.000232839487066026,0.000183862966822438,0.000385138622305952,0.000304126806957784,0.000232839487066026,0.000183862966822438,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Indonesia,2025,74136.3707949527,IDN,13851.4910785419,South-East Asia,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade,cascade_70_30_30_to_70_70_70,htncov2_aspirational,959793.497483951,959793.497483951,0,0,0,,285721235.5,37,197565112.5,37.3332701313852,37.51,22.3343018138425,3957665144478.22,957963.829726182,957963.829726182,277029.821570838,1385149.10785419,2216238.5725667,2216238.5725667,957963.829726182,1584563.14368642,69.1596178558867,25538.8917548969,36927.4622195199,59083.9395512318,59083.9395512318,42243.752164394,25538.8917548969,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,13851.4910785419,0,0,0,0,0,0,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Indonesia,2025,74136.3707949527,IDN,13851.4910785419,South-East Asia,S_70_30_30_TO_70_70_70_I_PH_TOBACCO_TAX,70-30-30 -> 70-70-70 cascade + tobacco tax,cascade_public_health,htncov2_aspirational,959793.497483951,959793.497483951,2.43056658133511e-10,7.19933224146985e-09,4.4049321724811e-09,47.6251506930596,285721235.5,37,197565112.5,37.3332701313852,37.51,22.3343018138425,3957665144478.22,957963.829726182,957963.829726182,277029.821570838,1385149.10785419,2216238.5725667,2216238.5725667,957963.829726182,1584563.14368642,69.1596178558867,25538.8917548969,36927.4622195199,59083.9395512318,59083.9395512318,42243.752164394,25538.8917548969,0.000232839487066026,0.000336669713171654,0.000538671541074647,0.000538671541074647,0.000385138622305952,0.000232839487066026,0.000183862966822438,0.000265853069352649,0.000425364910964238,0.000425364910964239,0.000304126806957784,0.000183862966822438,1,1,1,1,1,1,13851.4910785419,0.000232839487066026,0.000183862966822438,0.000385138622305952,0.000304126806957784,0.000232839487066026,0.000183862966822438,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Indonesia,2025,74136.3707949527,IDN,13851.4910785419,South-East Asia,all_cascade_public_health,70-30-30 -> 70-70-70 cascade + all public-health interventions (combined),cascade_public_health,htncov2_aspirational,959793.497483951,959793.497483951,2.43056658133511e-10,7.19933224146985e-09,4.4049321724811e-09,47.6251506930596,285721235.5,37,197565112.5,37.3332701313852,37.51,22.3343018138425,3957665144478.22,957963.829726182,957963.829726182,277029.821570838,1385149.10785419,2216238.5725667,2216238.5725667,957963.829726182,1584563.14368642,69.1596178558867,25538.8917548969,36927.4622195199,59083.9395512318,59083.9395512318,42243.752164394,25538.8917548969,0.000232839487066026,0.000336669713171654,0.000538671541074647,0.000538671541074647,0.000385138622305952,0.000232839487066026,0.000183862966822438,0.000265853069352649,0.000425364910964238,0.000425364910964239,0.000304126806957784,0.000183862966822438,1,1,1,1,1,1,13851.4910785419,0.000232839487066026,0.000183862966822438,0.000385138622305952,0.000304126806957784,0.000232839487066026,0.000183862966822438,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Indonesia,2025,74136.3707949527,IDN,13851.4910785419,South-East Asia,all_public_health,All selected public-health interventions (combined),public_health,htncov2_aspirational,959793.497483951,959793.497483951,2.43056658133511e-10,7.19933224146985e-09,4.4049321724811e-09,47.6251506930596,285721235.5,37,197565112.5,37.3332701313852,37.51,22.3343018138425,3957665144478.22,957963.829726182,957963.829726182,277029.821570838,1385149.10785419,2216238.5725667,2216238.5725667,957963.829726182,1584563.14368642,69.1596178558867,25538.8917548969,36927.4622195199,59083.9395512318,59083.9395512318,42243.752164394,25538.8917548969,0.000232839487066026,0.000336669713171654,0.000538671541074647,0.000538671541074647,0.000385138622305952,0.000232839487066026,0.000183862966822438,0.000265853069352649,0.000425364910964238,0.000425364910964239,0.000304126806957784,0.000183862966822438,1,1,1,1,1,1,13851.4910785419,0.000232839487066026,0.000183862966822438,0.000385138622305952,0.000304126806957784,0.000232839487066026,0.000183862966822438,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Indonesia,2026,75186.4097436074,IDN,14370.1004216288,South-East Asia,I_PH_TOBACCO_POLICY,Tobacco policy package,public_health,htncov2_aspirational,980780.305058052,977238.882947913,3541.42211013835,59559.8955554133,43247.9640441042,63.9370312738754,287886782.5,37,199368163,37.3963393869462,37.5883,22.3597291321767,4136961974584.6,1005171.14667516,1005171.14667516,287402.008432575,1437010.04216288,2299216.0674606,2299216.0674606,1005171.14667516,1651368.04678308,69.9487906961494,26741.5963657616,38230.2482996804,61168.3972794886,61168.3972794886,43933.0335977706,26741.5963657616,3559735323.30852,5089059135.80645,8142494617.29032,8142494617.29032,5848191312.85358,3559735323.30852,1592726686.52978,2276989595.78648,3643183353.25837,3643183353.25837,2616646892.51568,1592726686.52978,0.970873786407767,0.970873786407767,0.930335220273297,0.99009900990099,0.970873786407767,0.952380952380952,13951.5538074066,3456053711.95002,1546336588.86387,5677855643.54716,2540433876.22881,3456053711.95002,1546336588.86387,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
